sItem_code,seq,id,descr,fApp_code,tCode_code,semanticObject,semanticAction,bRole_code,,
33M,006,33M.006,Run Revenue Recognition: Sales Orders(Run Revenue Recognition),F4277,,FinanceApplicationJob,scheduleRevRecProjects,SAP_BR_PROJECT_MANAGER_PROF,,
33M,007,33M.007,Run Revenue Recognition: Sales Orders(Sales Orders),F2458,,SalesOrder,ssb_Demand_Flmt,SAP_BR_SALES_MANAGER,,
33M,008,33M.008,Run Revenue Recognition: Sales Orders(Run Revenue Recognition - Sales Orders),F4276,,FinanceApplicationJob,scheduleRevRecSalesOrders,SAP_BR_SALES_ACCOUNTANT,,
33M,009,33M.009,Manage Revenue Recognition Issues – Sales Orders(Manage Revenue Recognition Issues),F4100,,EventBasedRevnRecgn,manageRevRecIssuesProjects,SAP_BR_PROJECT_MANAGER_PROF,,
33M,010,33M.010,Manage Revenue Recognition Issues – Sales Orders(Sales Orders),F2458,,SalesOrder,ssb_Demand_Flmt,SAP_BR_SALES_MANAGER,,
33M,011,33M.011,Manage Revenue Recognition Issues – Sales Orders(Manage Revenue Recognition Issues - Sales Orders),F4185,,EventBasedRevnRecgn,manageRevRecSalesOrders,SAP_BR_SALES_ACCOUNTANT,,
33M,012,33M.012,Sales Order Actual Data Reporting(Sales Orders),F2458,,SalesOrder,ssb_Demand_Flmt,SAP_BR_SALES_MANAGER,,
33M,013,33M.013,Sales Order Actual Data Reporting(Sales Orders - Actuals),F1582C,,,,,,
33Q,001,33Q.001,Actual Costing(Sales Orders - Actuals),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
33Q,002,33Q.002,Actual Costing(Edit Actual Costing Runs),,CKMLCP,ActualCostingRun,createEdit,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,003,33Q.003,Material Price Analysis(Manage Material Valuations),F2680,,Material,manageValuations,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,004,33Q.004,Display Actual Costing Result,F6073,,Material,displayActualCostingResult,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,005,33Q.005,Value Flow Monitor(Material Value Flow Monitor),,ML4HVFM,ActualCosting,analyzeMaterialValueFlow,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,006,33Q.006,Display Material Value Chain,F4095,,Material,displayValueChain,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,007,33Q.007,Display Material Value Chain(Display Material Value Chain - Actual Costs),F4095,,Material,displayValueChain,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,008,33Q.008,Actual Cost Rate Calculation,,KSII,CostCenter,excuteActualPriceforCCtrs,SAP_BR_OVERHEAD_ACCOUNTANT,,
33Q,009,33Q.009,Actual Cost Rate Calculation(Cost Centers),F0963,,CostCenter,analyzeActualsPC,SAP_BR_OVERHEAD_ACCOUNTANT,,
33Q,010,33Q.010,Actual Cost Rate Calculation(Actual Cost Rate Calculation - Cost Centers),,KSII,CostCenter,excuteActualPriceforCCtrs,SAP_BR_OVERHEAD_ACCOUNTANT,,
33Q,011,33Q.011,Optional: Post WIP Quantity Document(Schedule Product Costing Jobs),F3683,,FinanceApplicationJob,scheduleProdCostingJobs,SAP_BR_PRODN_ACCOUNTANT,,
33Q,012,33Q.012,Actual Costing Ledger Run(Schedule Product Costing Jobs),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
33Q,013,33Q.013,Actual Costing Ledger Run(Edit Actual Costing Runs),,CKMLCP,ActualCostingRun,createEdit,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,014,33Q.014,Material Price Analysis(Manage Material Valuations),F2680,,Material,manageValuations,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,015,33Q.015,Display Actual Costing Result,F6073,,Material,displayActualCostingResult,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,016,33Q.016,Value Flow Monitor(Material Value Flow Monitor),,ML4HVFM,ActualCosting,analyzeMaterialValueFlow,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,017,33Q.017,Display Material Value Chain,F4095,,Material,displayValueChain,SAP_BR_INVENTORY_ACCOUNTANT,,
33Q,018,33Q.018,Display Material Value Chain(Display Material Value Chain - Actual Costs),F4095,,Material,displayValueChain,SAP_BR_INVENTORY_ACCOUNTANT,,
34B,001,34B.001,Create Sales Order(Manage Sales Orders),F1873,,SalesOrder,manage,SAP_BR_EXTERNAL_AUDITOR,,
34B,002,34B.002,Create Delivery(Create Outbound Deliveries),F0869A,,OutboundDelivery,createFromDueList,SAP_BR_SHIPPING_SPECIALIST,,
34B,003,34B.003,Create Delivery(Create Outbound Deliveries - From Sales Orders),F0869A,,OutboundDelivery,createFromDueList,SAP_BR_SHIPPING_SPECIALIST,,
34B,004,34B.004,Execute Picking(Manage Outbound Deliveries),F0867A,,OutboundDelivery,manage,SAP_BR_EXTERNAL_AUDITOR,,
34B,005,34B.005,Execute Picking(My Outbound Delivery Monitor),,VL06O,,,,,
34B,006,34B.006,Post Goods Issue(Manage Outbound Deliveries),F0867A,,OutboundDelivery,manage,SAP_BR_EXTERNAL_AUDITOR,,
34B,007,34B.007,Create Billing Document(Create Billing Documents),F0798,,BillingDocument,create,SAP_BR_BILLING_CLERK,,
34P,001,34P.001,Replicate House Bank from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Create Billing Documents),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
34P,002,34P.002,Replicate House Bank from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Manage Banks - Basic),F1574,,HouseBank,manage,SAP_BR_CASH_MANAGER,,
34P,003,34P.003,Replicate Bank Account from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Manage Banks - Basic),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
34P,004,34P.004,Replicate Bank Account from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Manage Bank Accounts),F1366A,,BankAccount,manageMasterData,SAP_BR_CASH_MANAGER,,
34P,005,34P.005,Monitor House Bank Replication from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Manage Bank Accounts),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
34P,006,34P.006,Monitor House Bank Replication from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Message Dashboard - SAP Application Interface Framework),,/AIFX/WDA_MSG_MONITOR,AIFMessage,manage,SAP_BR_ADMIN_APR_FICA,,
34P,007,34P.007,Monitor House Bank Replication from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Message Dashboard),,/AIFX/WDA_MSG_MONITOR,AIFMessage,manage,SAP_BR_ADMIN_APR_FICA,,
34P,008,34P.008,Monitor Bank Account Replication from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Message Dashboard),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
34P,009,34P.009,Monitor Bank Account Replication from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Message Dashboard - SAP Application Interface Framework),,/AIFX/WDA_MSG_MONITOR,AIFMessage,manage,SAP_BR_ADMIN_APR_FICA,,
34P,010,34P.010,Monitor Bank Account Replication from SAP S/4HANA On-premise to SAP S/4HANA Cloud(Message Dashboard),,/AIFX/WDA_MSG_MONITOR,AIFMessage,manage,SAP_BR_ADMIN_APR_FICA,,
35Q,001,35Q.001,Create Manually(Create Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
35Q,002,35Q.002,Create Manually(Create Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
35Q,003,35Q.003,Create Product Structure Template(Create Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
35Q,004,35Q.004,Create Product Structure Template(Create Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
35Q,005,35Q.005,Update Manually(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
35Q,006,35Q.006,Update Manually(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
35Q,007,35Q.007,Update Product Structure Template(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
35Q,008,35Q.008,Update Product Structure Template(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3FC,001,3FC.001,Optional: Check Compliance Relevance for Dangerous Good(Manage Product Master Data),F1602,,Material,changeProduct,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3FC,002,3FC.002,Check Assigned Materials, Packaged Products, and Compliance Purposes for Unpackaged Products(Manage Basic Compliance Data - Unpackaged Products),F2641,,UnpackagedChemicalInfo,monitorBasicData,SAP_BR_PRODSTWRD_SPLST_PCL
3FC,003,3FC.003,Classify Unpackaged Products as Dangerous Goods(My Unpackaged Dangerous Goods),F3643,,UnpackagedChemicalInfo,displayDGWorklist,SAP_BR_DG_SPLST_PCL,,
3FC,004,3FC.004,Classify Unpackaged Products as Dangerous Goods(Classify Unpackaged Dangerous Good),F3642,,UnpackagedChemicalInfo,classifyDG,SAP_BR_DG_SPLST_PCL,,
3FC,005,3FC.005,Classify Unpackaged Products as Dangerous Goods(Classify Dangerous Good),F4465,,CompliancePatternADR,manageBasicClfn,SAP_BR_DG_SPLST_PCL,,
3FC,006,3FC.006,Classify Packaged Products with All Modes of Transport Allowed(My Packaged Dangerous Goods),F3711,,PackagedChemicalInfo,displayDGWorklist,SAP_BR_DG_SPLST_PCL,,
3FC,007,3FC.007,Classify Packaged Products with All Modes of Transport Allowed(Classify Packaged Dangerous Good),F3710,,PackagedChemicalInfo,classifyDG,SAP_BR_DG_SPLST_PCL,,
3FC,008,3FC.008,Classify Packaged Products with One Mode of Transport Forbidden(My Packaged Dangerous Goods),F3711,,PackagedChemicalInfo,displayDGWorklist,SAP_BR_DG_SPLST_PCL,,
3FC,009,3FC.009,Classify Packaged Products with One Mode of Transport Forbidden(Classify Packaged Dangerous Good),F3710,,PackagedChemicalInfo,classifyDG,SAP_BR_DG_SPLST_PCL,,
3FC,010,3FC.010,Classify Packaged Products with One Mode of Transport Forbidden(Classify Dangerous Good),F4833,,AU_CompliancePatternADG,manageEnclSpecClfn,SAP_BR_DG_SPLST_PCL,,
3FC,011,3FC.011,Optional: Check Compliance Relevance for Non-Dangerous Good(Manage Product Master Data),F1602,,Material,changeProduct,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3FC,012,3FC.012,Check Assigned Materials, Packaged Products, and Compliance Purpose for Unpackaged Products(Manage Basic Compliance Data - Unpackaged Products),F2641,,UnpackagedChemicalInfo,monitorBasicData,SAP_BR_PRODSTWRD_SPLST_PCL
3FC,013,3FC.013,Classify Unpackaged Products as No Dangerous Good(My Unpackaged Dangerous Goods),F3643,,UnpackagedChemicalInfo,displayDGWorklist,SAP_BR_DG_SPLST_PCL,,
3FC,014,3FC.014,Classify Unpackaged Products as No Dangerous Good(Classify Unpackaged Dangerous Good),F3642,,UnpackagedChemicalInfo,classifyDG,SAP_BR_DG_SPLST_PCL,,
3FC,015,3FC.015,Classify Unpackaged Products as No Dangerous Good(Classify Dangerous Good),F4465,,CompliancePatternADR,manageBasicClfn,SAP_BR_DG_SPLST_PCL,,
3FC,016,3FC.016,Classify Packaged Products as No Dangerous Good(My Packaged Dangerous Goods),F3711,,PackagedChemicalInfo,displayDGWorklist,SAP_BR_DG_SPLST_PCL,,
3FC,017,3FC.017,Classify Packaged Products as No Dangerous Good(Classify Packaged Dangerous Good),F3710,,PackagedChemicalInfo,classifyDG,SAP_BR_DG_SPLST_PCL,,
3FC,018,3FC.018,Optional: Apply Regulations to Countries(Apply Regulations - Dangerous Goods),F3916,,UseOfDangerousGoodsRegulation,manage,SAP_BR_DG_SPLST_PCL,,
3G8,001,3G8.001,Create Sales Order with a Dangerous Good with Transport Allowed(Manage Sales Orders),F1873,,SalesOrder,manage,SAP_BR_EXTERNAL_AUDITOR,,
3G8,002,3G8.002,Create Outbound Delivery with a Dangerous Good with Transport Allowed(Create Outbound Deliveries),F0869A,,OutboundDelivery,createFromDueList,SAP_BR_SHIPPING_SPECIALIST,,
3G8,003,3G8.003,Create Outbound Delivery with a Dangerous Good with Transport Allowed(Create Outbound Deliveries - From Sales Orders),F0869A,,OutboundDelivery,createFromDueList,SAP_BR_SHIPPING_SPECIALIST,,
3G8,004,3G8.004,Carry Out Picking and Post Goods Issue for a Dangerous Good with Transport Allowed(Pick Outbound Delivery),F0868,,OutboundDelivery,pick,SAP_BR_SHIPPING_SPECIALIST,,
3G8,005,3G8.005,Create Sales Order with a Dangerous Good with Transport Allowed with Restrictions(Manage Sales Orders),F1873,,SalesOrder,manage,SAP_BR_EXTERNAL_AUDITOR,,
3G8,006,3G8.006,Analyze Sales Order Status for Dangerous Goods(Manage Sales Orders),F1873,,SalesOrder,manage,SAP_BR_EXTERNAL_AUDITOR,,
3G8,007,3G8.007,Analyze Sales Order Fulfillment Monitor(Sales Order Fulfillment - Analyze and Resolve Issues),F0029A,,SalesOrderFulfillmentIssue,analyzeALPDetails_ForNav,SAP_BR_INTERNAL_SALES_REP,,
3G8,008,3G8.008,Analyze Sales Order Fulfillment Monitor(Compliance Information - For Products),F3226,,Material,displayComplianceInfo,SAP_BR_DG_SPLST_PCL,,
3G8,009,3G8.009,Create Outbound Delivery with a Dangerous Good with Transport Allowed with Restrictions(Create Outbound Deliveries),F0869A,,OutboundDelivery,createFromDueList,SAP_BR_SHIPPING_SPECIALIST,,
3G8,010,3G8.010,Create Outbound Delivery with a Dangerous Good with Transport Allowed with Restrictions(Create Outbound Deliveries - From Sales Orders),F0869A,,OutboundDelivery,createFromDueList,SAP_BR_SHIPPING_SPECIALIST,,
3G8,011,3G8.011,Analyze Outbound Delivery Status for Dangerous Goods(Change Outbound Delivery),,VL02N,OutboundDelivery,changeInWebGUI,SAP_BR_RFM_STORE_ASSOCIATE,,
3G8,012,3G8.012,Carry Out Picking and Post Goods Issue for a Dangerous Good with Transport Allowed with Restrictions(Pick Outbound Delivery),F0868,,OutboundDelivery,pick,SAP_BR_SHIPPING_SPECIALIST,,
3JX,001,3JX.001,Create Purchase Document to Supplier(Create Purchase Order),,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
3JX,002,3JX.002,Create Purchase Document to Supplier(Item Overview),,REISRADOCITEM,REReporting,runISItemOverview,SAP_BR_RECM_AP_ACCOUNTANT,,
3JX,003,3JX.003,Create Purchase Document to Supplier(Create Purchase Order - Advanced),,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
3JX,004,3JX.004,Post Goods Receipt(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
3JX,005,3JX.005,Schedule Transfer of Purchasing Documents - Global Trade Services (Optional)(Schedule Transfer of Purchasing Documents),F3742,,GTSIntegrationApplicationJob,scheduleTransferOfPurchasingDocuments,SAP_BR_ADMINISTRATOR_SLL,,
3JX,006,3JX.006,Schedule Transfer of Purchasing Documents - Global Trade Services (Optional)(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
3JX,007,3JX.007,Schedule Transfer of Purchasing Documents - Global Trade Services (Optional)(Schedule Transfer of Purchasing Documents - Global Trade Services),F3742,,GTSIntegrationApplicationJob,scheduleTransferOfPurchasingDocuments,SAP_BR_ADMINISTRATOR_SLL,,
3JX,008,3JX.008,Schedule Transfer of Material Documents - Global Trade Services (Optional)(Schedule Transfer of Material Documents),F3741,,GTSIntegrationApplicationJob,scheduleTransferOfMaterialDocuments,SAP_BR_ADMINISTRATOR_SLL,,
3JX,009,3JX.009,Schedule Transfer of Material Documents - Global Trade Services (Optional)(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
3JX,010,3JX.010,Schedule Transfer of Material Documents - Global Trade Services (Optional)(Schedule Transfer of Material Documents - Global Trade Services),F3741,,GTSIntegrationApplicationJob,scheduleTransferOfMaterialDocuments,SAP_BR_ADMINISTRATOR_SLL,,
3JX,011,3JX.011,Create Sales Order to Customer(Manage Sales Orders),F1873,,SalesOrder,manage,SAP_BR_EXTERNAL_AUDITOR,,
3JX,012,3JX.012,Create Outbound Delivery,,VL01N,OutboundDelivery,createInWebGUI,SAP_BR_RFM_STORE_ASSOCIATE,,
3JX,013,3JX.013,Create Outbound Delivery(Post Goods Issue),,MIGO_GI,Material,postGoodsIssueInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3JX,014,3JX.014,Create Outbound Delivery(Create Outbound Delivery - With Order Reference),,VL01N,OutboundDelivery,createInWebGUI,SAP_BR_RFM_STORE_ASSOCIATE,,
3JX,015,3JX.015,Create Billing(Create Billing Documents),F0798,,BillingDocument,create,SAP_BR_BILLING_CLERK,,
3JX,016,3JX.016,Create Billing(Create Billing Documents - VF01),,VF01,BillingDocument,createBillingDocuments,SAP_BR_BILLING_CLERK,,
3JX,017,3JX.017,Schedule Transfer of Billing Documents - Global Trade Services (Optional)(Schedule Transfer of Billing Documents),F3740,,GTSIntegrationApplicationJob,scheduleTransferOfBillingDocuments,SAP_BR_ADMINISTRATOR_SLL,,
3JX,018,3JX.018,Schedule Transfer of Billing Documents - Global Trade Services (Optional)(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
3JX,019,3JX.019,Schedule Transfer of Billing Documents - Global Trade Services (Optional)(Schedule Transfer of Billing Documents - Global Trade Services),F3740,,GTSIntegrationApplicationJob,scheduleTransferOfBillingDocuments,SAP_BR_ADMINISTRATOR_SLL,,
3L7,001,3L7.001,Create Planned Independent Requirements(Maintain PIRs),F3445,,ForecastDemand,maintain,SAP_BR_MATL_PLNR_EXT_PROC,,
3L7,002,3L7.002,Material Requirements Planning(Schedule MRP Runs),F1339,,MRPRun,schedule,SAP_BR_MATL_PLNR_EXT_PROC,,
3L7,003,3L7.003,Evaluate the Stock / Requirement Situation(Monitor Material Coverage),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3L7,004,3L7.004,Evaluate the Stock / Requirement Situation(Monitor Material Coverage - Net / Individual Segments),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3L7,005,3L7.005,Create Process Order(Monitor Material Coverage),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3L7,006,3L7.006,Create Process Order(My Area of Responsibility),F4796,,MRPAreaOfResponsibility,manage,SAP_BR_MATL_PLNR_EXT_PROC,,
3L7,007,3L7.007,Create Process Order(Convert Planned Orders),F4171,,PlannedOrder,convert,SAP_BR_MATL_PLNR_EXT_PROC,,
3L7,008,3L7.008,Create Process Order(Monitor Material Coverage - Net / Individual Segments),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3L7,009,3L7.009,Review Process Order(Display Process Order),,COR3,ProcessOrder,display,SAP_BR_PRODN_OPTR_PROC,,
3L7,010,3L7.010,Goods Issue via Pick List(Pick Components for Process Orders),,COIK,ProcessOrder,pickComponents,SAP_BR_PRODN_OPTR_PROC,,
3L7,011,3L7.011,Manual Goods Issue (Instead of Picking List)(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
3L7,012,3L7.012,Manual Goods Issue (Instead of Picking List)(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3L7,013,3L7.013,Monitor Order Progress,,CO46,ProductionOrder,monitorProgress,SAP_BR_PRODN_SUPERVISOR_DISC,,
3L7,014,3L7.014,Confirm Production incl.Component Backflush(Confirm Process Order Phase),,COR6N,ProcessOrderConfirmation,createTimeTicket,SAP_BR_PRODN_OPTR_PROC,,
3L7,015,3L7.015,Post Goods Receipt for Process Order(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
3L7,016,3L7.016,Post Goods Receipt for Process Order(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3L7,017,3L7.017,Review Process Order Confirmation(Display Process Order Confirmation),,CORT,ProcessOrderConfirmation,display,SAP_BR_PRODN_OPTR_PROC,,
3L7,018,3L7.018,Review Scrap Report (Optional)(Material Scrap),F2035,,ProductionOrder,analyzeMaterialScrap,SAP_BR_PRODN_ENG_DISC,,
3L7,019,3L7.019,Review Scrap Report (Optional)(Material Scrap - Maximum Deviation),F2035,,ProductionOrder,analyzeMaterialScrap,SAP_BR_PRODN_ENG_DISC,,
3LO,001,3LO.001,Create Change Master,,CC01,ChangeMaster,createChangeMaster,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LO,002,3LO.002,Exchange a Component in the MBOM(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LO,003,3LO.003,Set Change Master Status to Inactive(Change Change Master),,CC02,ChangeMaster,changeChangeMaster,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LO,004,3LO.004,Manually Create Production Order(Create Production Order),,CO01,ProductionOrder,create,SAP_BR_PRODN_SUPERVISOR_DISC,,
3LO,005,3LO.005,Create Change Master,,CC01,ChangeMaster,createChangeMaster,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LO,006,3LO.006,Change to Original Component in the MBOM(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LO,007,3LO.007,Set Change Master Status to Inactive(Change Change Master),,CC02,ChangeMaster,changeChangeMaster,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LO,008,3LO.008,Manually Create Production Order(Create Production Order),,CO01,ProductionOrder,create,SAP_BR_PRODN_SUPERVISOR_DISC,,
3LP,001,3LP.001,Display Where-Used List of the Material(Material where used list in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LP,002,3LP.002,Display Where-Used List of the Material(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,
3LP,003,3LP.003,Create Change Master,,CC01,ChangeMaster,createChangeMaster,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LP,004,3LP.004,Replace Material(Material where used list in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LP,005,3LP.005,Replace Material(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,
3LP,006,3LP.006,Check Draft BoM(Maintain Bill Of Material),F1813,,BillOfMaterial,displayFactSheet,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LP,007,3LP.007,Confirm Material Exchange(Material where used list in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LP,008,3LP.008,Confirm Material Exchange(Material where used list in BOMs - where used list, hierarchy and replace Materials in BOMs),F2214,,MaterialBOM,whereused,SAP_BR_ADMINISTRATOR_RCP_DEV,
3LP,009,3LP.009,Set Change Master Status to Inactive(Change Change Master),,CC02,ChangeMaster,changeChangeMaster,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3LP,010,3LP.010,Manually Create Production Order(Create Production Order),,CO01,ProductionOrder,create,SAP_BR_PRODN_SUPERVISOR_DISC,,
3LQ,001,3LQ.001,Production Scheduling(Capacity Scheduling Table),F3770,,WorkCenter,scheduleProduction,SAP_BR_PRODN_PLNR,,
3LQ,002,3LQ.002,Review Work Center Schedules(Capacity Scheduling Board),F3951,,WorkCenter,monitorSchedules,SAP_BR_PRODN_PLNR,,
3LQ,003,3LQ.003,Production Scheduling(Capacity Scheduling Table),F3770,,WorkCenter,scheduleProduction,SAP_BR_PRODN_PLNR,,
3LQ,004,3LQ.004,Review Work Center Schedules(Capacity Scheduling Board),F3951,,WorkCenter,monitorSchedules,SAP_BR_PRODN_PLNR,,
3ND,001,3ND.001,Create Header Material (Optional)(Create Material),,MM01,Material,create,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3ND,002,3ND.002,Assign Class to Product(Manage Product Master Data),F1602,,Material,changeProduct,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3ND,003,3ND.003,Create Configuration Profile(VC Modeling Environment),,PMEVC,VariantConfiguration,modelingVariantConfiguration,SAP_BR_PRODUCT_CONFIG_MODELER,,
3ND,004,3ND.004,Create Product Structure From Template(Create Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
3ND,005,3ND.005,Create Product Structure From Template(Create Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,006,3ND.006,Define Product Family(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
3ND,007,3ND.007,Define Product Family(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,008,3ND.008,Manage Date Effectivities(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3ND,009,3ND.009,Create Item Variants(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
3ND,010,3ND.010,Create Item Variants(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,011,3ND.011,Manage Variant Effectivities (Optional)(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,012,3ND.012,Manage Software Effectivities(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3ND,013,3ND.013,Manage Software Variant(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
3ND,014,3ND.014,Manage Software Variant(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,015,3ND.015,Add Software And Document Info Record With Version(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
3ND,016,3ND.016,Add Software And Document Info Record With Version(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,017,3ND.017,Manage Simulation(Simulate Configuration Models),F2570,,VariantConfiguration,simulate,SAP_BR_BOM_ENGINEER,,
3ND,018,3ND.018,Select Filter/Simulation(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
3ND,019,3ND.019,Select Filter/Simulation(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,020,3ND.020,Simulate Product Structure(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,021,3ND.021,Add Components to Item Variant (Optional)(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
3ND,022,3ND.022,Add Components to Item Variant (Optional)(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
3ND,023,3ND.023,Filter and Review Product Structure(Change Product Structure),,/PLMU/WDA_PPE_OVP,ProductStructure,changePsmOvp,SAP_BR_BOM_ENGINEER,,
3ND,024,3ND.024,Filter and Review Product Structure(Change Product Structure),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
